product_id,sku,product_name,category,subcategory,brand,base_cost,list_price,margin_pct,active_from,active_to
33,SKU-00033,Electronics Audio Item 33,Electronics,Audio,InsightPro,181.83,282.52,35.64,2023-01-01,
34,SKU-00034,Books Fiction Item 34,Books,Fiction,UrbanFit,164.51,381.5,56.88,2023-01-01,
35,SKU-00035,Fashion Men Item 35,Fashion,Men,DataTech,99.54,209.05,52.38,2023-01-01,
36,SKU-00036,Beauty Fragrance Item 36,Beauty,Fragrance,FormuBrand,188.87,306.0,38.28,2023-01-01,
37,SKU-00037,Beauty Skincare Item 37,Beauty,Skincare,CloudGear,17.65,27.01,34.64,2023-01-01,
38,SKU-00038,Books Education Item 38,Books,Education,FormuBrand,101.96,162.24,37.15,2023-01-01,
39,SKU-00039,Electronics Audio Item 39,Electronics,Audio,UrbanFit,123.87,229.58,46.05,2023-01-01,
40,SKU-00040,Sports Accessories Item 40,Sports,Accessories,DataTech,182.11,275.25,33.84,2023-01-01,
41,SKU-00041,Sports Accessories Item 41,Sports,Accessories,CloudGear,92.32,177.14,47.88,2023-01-01,
42,SKU-00042,Fashion Accessories Item 42,Fashion,Accessories,NeoLife,51.34,110.21,53.42,2023-01-01,
43,SKU-00043,Beauty Makeup Item 43,Beauty,Makeup,FormuBrand,128.54,243.77,47.27,2023-01-01,
44,SKU-00044,Electronics Accessories Item 44,Electronics,Accessories,InsightPro,104.1,219.08,52.48,2023-01-01,
45,SKU-00045,Beauty Fragrance Item 45,Beauty,Fragrance,InsightPro,137.13,167.51,18.14,2023-01-01,
46,SKU-00046,Fashion Accessories Item 46,Fashion,Accessories,FormuBrand,130.81,186.62,29.91,2023-01-01,
47,SKU-00047,Home Cleaning Item 47,Home,Cleaning,FormuBrand,31.82,52.29,39.15,2023-01-01,
48,SKU-00048,Home Decor Item 48,Home,Decor,CloudGear,110.58,232.72,52.48,2023-01-01,
49,SKU-00049,Home Cleaning Item 49,Home,Cleaning,DataTech,113.26,213.9,47.05,2023-01-01,
50,SKU-00050,Electronics Accessories Item 50,Electronics,Accessories,InsightPro,193.26,372.17,48.07,2023-01-01,
51,SKU-00051,Electronics Phones Item 51,Electronics,Phones,InsightPro,73.1,156.7,53.35,2023-01-01,
52,SKU-00052,Beauty Fragrance Item 52,Beauty,Fragrance,CloudGear,83.88,197.46,57.52,2023-01-01,
53,SKU-00053,Fashion Men Item 53,Fashion,Men,CloudGear,36.52,86.48,57.77,2023-01-01,
54,SKU-00054,Books Education Item 54,Books,Education,FormuBrand,77.6,187.95,58.71,2023-01-01,
55,SKU-00055,Sports Outdoor Item 55,Sports,Outdoor,UrbanFit,36.36,69.56,47.74,2023-01-01,
56,SKU-00056,Fashion Accessories Item 56,Fashion,Accessories,CloudGear,198.92,284.2,30.01,2023-01-01,
57,SKU-00057,Electronics Laptops Item 57,Electronics,Laptops,InsightPro,68.45,148.57,53.93,2023-01-01,
58,SKU-00058,Electronics Accessories Item 58,Electronics,Accessories,InsightPro,115.82,153.09,24.34,2023-01-01,
59,SKU-00059,Books Education Item 59,Books,Education,UrbanFit,53.84,105.89,49.16,2023-01-01,
60,SKU-00060,Sports Team Sports Item 60,Sports,Team Sports,DataTech,178.95,361.56,50.51,2023-01-01,
61,SKU-00061,Sports Outdoor Item 61,Sports,Outdoor,FormuBrand,130.8,270.69,51.68,2023-01-01,
62,SKU-00062,Sports Accessories Item 62,Sports,Accessories,InsightPro,145.88,228.3,36.1,2023-01-01,
63,SKU-00063,Electronics Accessories Item 63,Electronics,Accessories,NeoLife,39.54,95.78,58.72,2023-01-01,
64,SKU-00064,Books Fiction Item 64,Books,Fiction,NeoLife,177.28,385.06,53.96,2023-01-01,
65,SKU-00065,Sports Gym Item 65,Sports,Gym,CloudGear,112.79,219.26,48.56,2023-01-01,
66,SKU-00066,Electronics Accessories Item 66,Electronics,Accessories,FormuBrand,62.42,106.15,41.2,2023-01-01,
67,SKU-00067,Fashion Accessories Item 67,Fashion,Accessories,UrbanFit,77.67,133.06,41.63,2023-01-01,
68,SKU-00068,Home Decor Item 68,Home,Decor,UrbanFit,116.16,154.07,24.6,2023-01-01,
69,SKU-00069,Home Decor Item 69,Home,Decor,FormuBrand,106.07,248.28,57.28,2023-01-01,
70,SKU-00070,Electronics Phones Item 70,Electronics,Phones,NeoLife,141.98,236.74,40.02,2023-01-01,
71,SKU-00071,Home Decor Item 71,Home,Decor,NeoLife,86.86,133.16,34.77,2023-01-01,
72,SKU-00072,Beauty Makeup Item 72,Beauty,Makeup,CloudGear,6.01,12.12,50.4,2023-01-01,
73,SKU-00073,Electronics Accessories Item 73,Electronics,Accessories,CloudGear,141.88,317.04,55.25,2023-01-01,
74,SKU-00074,Fashion Shoes Item 74,Fashion,Shoes,UrbanFit,10.39,20.28,48.78,2023-01-01,
75,SKU-00075,Fashion Men Item 75,Fashion,Men,UrbanFit,35.23,87.25,59.62,2023-01-01,
76,SKU-00076,Home Furniture Item 76,Home,Furniture,UrbanFit,10.95,13.67,19.91,2023-01-01,
77,SKU-00077,Books Education Item 77,Books,Education,NeoLife,29.78,55.95,46.78,2023-01-01,
78,SKU-00078,Beauty Fragrance Item 78,Beauty,Fragrance,UrbanFit,193.22,346.73,44.27,2023-01-01,
79,SKU-00079,Sports Accessories Item 79,Sports,Accessories,CloudGear,108.61,206.67,47.45,2023-01-01,
80,SKU-00080,Sports Outdoor Item 80,Sports,Outdoor,FormuBrand,105.68,171.18,38.27,2023-01-01,
81,SKU-00081,Fashion Accessories Item 81,Fashion,Accessories,DataTech,150.09,229.05,34.47,2023-01-01,
82,SKU-00082,Sports Outdoor Item 82,Sports,Outdoor,NeoLife,168.02,353.63,52.49,2023-01-01,
83,SKU-00083,Electronics Laptops Item 83,Electronics,Laptops,UrbanFit,183.47,325.66,43.66,2023-01-01,
84,SKU-00084,Books Comics Item 84,Books,Comics,FormuBrand,40.66,98.19,58.59,2023-01-01,
85,SKU-00085,Sports Team Sports Item 85,Sports,Team Sports,NeoLife,133.14,235.17,43.39,2023-01-01,
86,SKU-00086,Fashion Accessories Item 86,Fashion,Accessories,UrbanFit,115.38,162.25,28.89,2023-01-01,
87,SKU-00087,Electronics Phones Item 87,Electronics,Phones,FormuBrand,27.63,34.81,20.62,2023-01-01,
88,SKU-00088,Books Non-Fiction Item 88,Books,Non-Fiction,DataTech,196.0,279.88,29.97,2023-01-01,
89,SKU-00089,Home Cleaning Item 89,Home,Cleaning,UrbanFit,162.35,267.91,39.4,2023-01-01,
90,SKU-00090,Books Fiction Item 90,Books,Fiction,NeoLife,82.71,165.47,50.02,2023-01-01,
91,SKU-00091,Beauty Makeup Item 91,Beauty,Makeup,InsightPro,55.87,68.16,18.03,2023-01-01,
92,SKU-00092,Home Cleaning Item 92,Home,Cleaning,CloudGear,172.02,353.72,51.37,2023-01-01,
93,SKU-00093,Home Kitchen Item 93,Home,Kitchen,CloudGear,174.1,352.96,50.67,2023-01-01,
94,SKU-00094,Beauty Makeup Item 94,Beauty,Makeup,NeoLife,116.81,159.68,26.85,2023-01-01,
95,SKU-00095,Fashion Shoes Item 95,Fashion,Shoes,FormuBrand,188.59,320.96,41.24,2023-01-01,
96,SKU-00096,Home Decor Item 96,Home,Decor,UrbanFit,43.18,55.71,22.49,2023-01-01,
97,SKU-00097,Home Kitchen Item 97,Home,Kitchen,FormuBrand,23.42,48.89,52.11,2023-01-01,
98,SKU-00098,Home Cleaning Item 98,Home,Cleaning,UrbanFit,80.15,167.21,52.06,2023-01-01,
99,SKU-00099,Home Decor Item 99,Home,Decor,NeoLife,59.96,81.16,26.12,2023-01-01,
100,SKU-00100,Home Kitchen Item 100,Home,Kitchen,FormuBrand,187.65,234.73,20.06,2023-01-01,
101,SKU-00101,Sports Gym Item 101,Sports,Gym,FormuBrand,60.0,85.84,30.1,2023-01-01,
102,SKU-00102,Fashion Men Item 102,Fashion,Men,FormuBrand,147.67,201.72,26.79,2023-01-01,
103,SKU-00103,Books Comics Item 103,Books,Comics,NeoLife,172.39,303.01,43.11,2023-01-01,
104,SKU-00104,Electronics Audio Item 104,Electronics,Audio,UrbanFit,25.11,59.59,57.86,2023-01-01,
105,SKU-00105,Beauty Fragrance Item 105,Beauty,Fragrance,InsightPro,80.98,128.5,36.99,2023-01-01,
106,SKU-00106,Electronics Accessories Item 106,Electronics,Accessories,CloudGear,7.11,16.91,57.93,2023-01-01,
107,SKU-00107,Electronics Audio Item 107,Electronics,Audio,CloudGear,191.58,398.44,51.92,2023-01-01,
108,SKU-00108,Fashion Women Item 108,Fashion,Women,InsightPro,128.21,228.59,43.91,2023-01-01,
109,SKU-00109,Beauty Skincare Item 109,Beauty,Skincare,NeoLife,112.97,166.81,32.27,2023-01-01,
110,SKU-00110,Electronics Audio Item 110,Electronics,Audio,UrbanFit,22.79,41.99,45.73,2023-01-01,
111,SKU-00111,Home Kitchen Item 111,Home,Kitchen,InsightPro,148.72,284.01,47.64,2023-01-01,
112,SKU-00112,Home Decor Item 112,Home,Decor,CloudGear,32.88,72.01,54.34,2023-01-01,
113,SKU-00113,Electronics Phones Item 113,Electronics,Phones,DataTech,168.5,295.54,42.98,2023-01-01,
114,SKU-00114,Electronics Laptops Item 114,Electronics,Laptops,NeoLife,178.92,248.8,28.09,2023-01-01,
115,SKU-00115,Sports Outdoor Item 115,Sports,Outdoor,FormuBrand,197.39,332.92,40.71,2023-01-01,
116,SKU-00116,Books Comics Item 116,Books,Comics,NeoLife,51.15,121.75,57.98,2023-01-01,
117,SKU-00117,Beauty Fragrance Item 117,Beauty,Fragrance,NeoLife,78.37,102.55,23.58,2023-01-01,
118,SKU-00118,Beauty Makeup Item 118,Beauty,Makeup,InsightPro,142.49,217.06,34.35,2023-01-01,
119,SKU-00119,Books Education Item 119,Books,Education,UrbanFit,54.47,94.05,42.09,2023-01-01,
120,SKU-00120,Home Cleaning Item 120,Home,Cleaning,FormuBrand,28.17,38.11,26.08,2023-01-01,
121,SKU-00121,Electronics Audio Item 121,Electronics,Audio,CloudGear,118.76,291.05,59.2,2023-01-01,
122,SKU-00122,Electronics Phones Item 122,Electronics,Phones,UrbanFit,174.38,259.94,32.92,2023-01-01,
123,SKU-00123,Home Cleaning Item 123,Home,Cleaning,NeoLife,195.69,376.28,47.99,2023-01-01,
124,SKU-00124,Books Fiction Item 124,Books,Fiction,InsightPro,198.63,257.41,22.84,2023-01-01,
125,SKU-00125,Fashion Accessories Item 125,Fashion,Accessories,FormuBrand,19.71,27.91,29.38,2023-01-01,
126,SKU-00126,Books Education Item 126,Books,Education,UrbanFit,93.64,188.75,50.39,2023-01-01,
127,SKU-00127,Fashion Accessories Item 127,Fashion,Accessories,DataTech,148.73,355.45,58.16,2023-01-01,
128,SKU-00128,Books Comics Item 128,Books,Comics,DataTech,25.82,42.25,38.89,2023-01-01,
129,SKU-00129,Beauty Fragrance Item 129,Beauty,Fragrance,DataTech,95.42,158.34,39.74,2023-01-01,
130,SKU-00130,Beauty Fragrance Item 130,Beauty,Fragrance,InsightPro,75.27,115.76,34.98,2023-01-01,
131,SKU-00131,Books Education Item 131,Books,Education,CloudGear,109.54,175.52,37.59,2023-01-01,
132,SKU-00132,Sports Accessories Item 132,Sports,Accessories,InsightPro,57.84,79.42,27.17,2023-01-01,
133,SKU-00133,Sports Outdoor Item 133,Sports,Outdoor,FormuBrand,190.21,407.7,53.35,2023-01-01,
134,SKU-00134,Home Furniture Item 134,Home,Furniture,NeoLife,186.88,434.67,57.01,2023-01-01,
135,SKU-00135,Sports Team Sports Item 135,Sports,Team Sports,DataTech,85.19,188.36,54.77,2023-01-01,
136,SKU-00136,Electronics Audio Item 136,Electronics,Audio,UrbanFit,120.86,204.87,41.01,2023-01-01,
137,SKU-00137,Fashion Shoes Item 137,Fashion,Shoes,FormuBrand,115.97,148.74,22.03,2023-01-01,
138,SKU-00138,Fashion Shoes Item 138,Fashion,Shoes,UrbanFit,58.31,74.25,21.46,2023-01-01,
139,SKU-00139,Beauty Skincare Item 139,Beauty,Skincare,InsightPro,109.2,237.49,54.02,2023-01-01,
140,SKU-00140,Sports Team Sports Item 140,Sports,Team Sports,DataTech,154.95,376.26,58.82,2023-01-01,
141,SKU-00141,Fashion Men Item 141,Fashion,Men,FormuBrand,52.01,76.28,31.81,2023-01-01,
142,SKU-00142,Fashion Men Item 142,Fashion,Men,FormuBrand,123.2,184.47,33.21,2023-01-01,
143,SKU-00143,Home Cleaning Item 143,Home,Cleaning,DataTech,57.39,70.52,18.62,2023-01-01,
144,SKU-00144,Home Furniture Item 144,Home,Furniture,CloudGear,155.6,291.94,46.7,2023-01-01,
145,SKU-00145,Electronics Laptops Item 145,Electronics,Laptops,InsightPro,193.75,254.77,23.95,2023-01-01,
146,SKU-00146,Electronics Phones Item 146,Electronics,Phones,NeoLife,31.13,38.52,19.19,2023-01-01,
147,SKU-00147,Sports Outdoor Item 147,Sports,Outdoor,UrbanFit,142.3,210.15,32.29,2023-01-01,
148,SKU-00148,Beauty Makeup Item 148,Beauty,Makeup,UrbanFit,73.36,144.3,49.16,2023-01-01,
149,SKU-00149,Fashion Shoes Item 149,Fashion,Shoes,UrbanFit,181.31,299.66,39.49,2023-01-01,
150,SKU-00150,Electronics Accessories Item 150,Electronics,Accessories,DataTech,182.54,289.76,37.0,2023-01-01,
151,SKU-00151,Fashion Men Item 151,Fashion,Men,FormuBrand,190.16,264.54,28.12,2023-01-01,
152,SKU-00152,Home Kitchen Item 152,Home,Kitchen,DataTech,55.36,99.47,44.35,2023-01-01,
153,SKU-00153,Books Fiction Item 153,Books,Fiction,InsightPro,72.75,107.07,32.06,2023-01-01,
154,SKU-00154,Fashion Shoes Item 154,Fashion,Shoes,InsightPro,109.77,197.38,44.39,2023-01-01,
155,SKU-00155,Books Comics Item 155,Books,Comics,FormuBrand,129.97,186.7,30.38,2023-01-01,
156,SKU-00156,Fashion Accessories Item 156,Fashion,Accessories,DataTech,97.42,201.45,51.64,2023-01-01,
157,SKU-00157,Sports Outdoor Item 157,Sports,Outdoor,DataTech,48.65,110.36,55.91,2023-01-01,
158,SKU-00158,Beauty Makeup Item 158,Beauty,Makeup,FormuBrand,39.52,51.98,23.97,2023-01-01,
159,SKU-00159,Sports Gym Item 159,Sports,Gym,FormuBrand,74.42,175.81,57.67,2023-01-01,
160,SKU-00160,Books Non-Fiction Item 160,Books,Non-Fiction,FormuBrand,139.63,174.69,20.07,2023-01-01,
161,SKU-00161,Electronics Laptops Item 161,Electronics,Laptops,NeoLife,20.94,48.92,57.19,2023-01-01,
162,SKU-00162,Electronics Laptops Item 162,Electronics,Laptops,InsightPro,174.32,228.34,23.66,2023-01-01,
163,SKU-00163,Sports Accessories Item 163,Sports,Accessories,UrbanFit,45.82,77.06,40.53,2023-01-01,
164,SKU-00164,Books Non-Fiction Item 164,Books,Non-Fiction,DataTech,153.19,289.63,47.11,2023-01-01,
165,SKU-00165,Sports Outdoor Item 165,Sports,Outdoor,InsightPro,12.15,18.57,34.56,2023-01-01,
166,SKU-00166,Books Education Item 166,Books,Education,DataTech,108.76,145.67,25.34,2023-01-01,
167,SKU-00167,Books Education Item 167,Books,Education,NeoLife,82.45,110.18,25.17,2023-01-01,
168,SKU-00168,Beauty Makeup Item 168,Beauty,Makeup,UrbanFit,114.97,263.62,56.39,2023-01-01,
169,SKU-00169,Home Furniture Item 169,Home,Furniture,CloudGear,28.35,66.85,57.59,2023-01-01,
170,SKU-00170,Electronics Accessories Item 170,Electronics,Accessories,DataTech,74.25,151.72,51.06,2023-01-01,
171,SKU-00171,Beauty Haircare Item 171,Beauty,Haircare,FormuBrand,148.68,286.22,48.05,2023-01-01,
172,SKU-00172,Beauty Haircare Item 172,Beauty,Haircare,CloudGear,78.86,129.23,38.98,2023-01-01,
173,SKU-00173,Home Cleaning Item 173,Home,Cleaning,NeoLife,116.3,193.4,39.87,2023-01-01,
174,SKU-00174,Books Fiction Item 174,Books,Fiction,NeoLife,187.07,226.32,17.34,2023-01-01,
175,SKU-00175,Books Non-Fiction Item 175,Books,Non-Fiction,InsightPro,52.96,74.62,29.02,2023-01-01,
176,SKU-00176,Books Non-Fiction Item 176,Books,Non-Fiction,FormuBrand,162.14,206.3,21.41,2023-01-01,
177,SKU-00177,Fashion Shoes Item 177,Fashion,Shoes,UrbanFit,8.56,18.02,52.52,2023-01-01,
178,SKU-00178,Home Cleaning Item 178,Home,Cleaning,UrbanFit,194.05,451.19,56.99,2023-01-01,
179,SKU-00179,Books Fiction Item 179,Books,Fiction,UrbanFit,100.7,215.47,53.27,2023-01-01,
180,SKU-00180,Electronics Laptops Item 180,Electronics,Laptops,InsightPro,113.57,220.68,48.54,2023-01-01,
181,SKU-00181,Sports Accessories Item 181,Sports,Accessories,CloudGear,44.99,110.6,59.32,2023-01-01,
182,SKU-00182,Fashion Accessories Item 182,Fashion,Accessories,FormuBrand,103.98,157.55,34.0,2023-01-01,
183,SKU-00183,Home Furniture Item 183,Home,Furniture,InsightPro,61.28,119.85,48.87,2023-01-01,
184,SKU-00184,Beauty Skincare Item 184,Beauty,Skincare,DataTech,108.85,137.96,21.1,2023-01-01,
185,SKU-00185,Home Kitchen Item 185,Home,Kitchen,NeoLife,17.36,43.17,59.79,2023-01-01,
186,SKU-00186,Home Cleaning Item 186,Home,Cleaning,FormuBrand,54.65,114.01,52.06,2023-01-01,
187,SKU-00187,Electronics Audio Item 187,Electronics,Audio,InsightPro,97.27,193.36,49.7,2023-01-01,
188,SKU-00188,Books Education Item 188,Books,Education,CloudGear,186.26,424.63,56.14,2023-01-01,
189,SKU-00189,Home Furniture Item 189,Home,Furniture,DataTech,186.92,465.1,59.81,2023-01-01,
190,SKU-00190,Beauty Haircare Item 190,Beauty,Haircare,UrbanFit,17.97,38.87,53.78,2023-01-01,
191,SKU-00191,Beauty Fragrance Item 191,Beauty,Fragrance,NeoLife,157.4,358.28,56.07,2023-01-01,
192,SKU-00192,Books Comics Item 192,Books,Comics,NeoLife,36.91,52.18,29.26,2023-01-01,
193,SKU-00193,Fashion Shoes Item 193,Fashion,Shoes,FormuBrand,128.58,306.06,57.99,2023-01-01,
194,SKU-00194,Sports Outdoor Item 194,Sports,Outdoor,UrbanFit,81.53,184.38,55.78,2023-01-01,
195,SKU-00195,Fashion Men Item 195,Fashion,Men,FormuBrand,63.77,138.5,53.96,2023-01-01,
196,SKU-00196,Electronics Phones Item 196,Electronics,Phones,UrbanFit,180.42,306.54,41.14,2023-01-01,
197,SKU-00197,Sports Accessories Item 197,Sports,Accessories,UrbanFit,49.66,94.64,47.53,2023-01-01,
198,SKU-00198,Books Education Item 198,Books,Education,CloudGear,127.4,208.35,38.85,2023-01-01,
199,SKU-00199,Sports Gym Item 199,Sports,Gym,CloudGear,109.02,257.52,57.66,2023-01-01,
200,SKU-00200,Sports Outdoor Item 200,Sports,Outdoor,InsightPro,151.72,321.5,52.81,2023-01-01,
201,SKU-00201,Electronics Laptops Item 201,Electronics,Laptops,NeoLife,44.89,95.53,53.01,2023-01-01,
202,SKU-00202,Fashion Women Item 202,Fashion,Women,CloudGear,71.71,162.6,55.9,2023-01-01,
203,SKU-00203,Sports Accessories Item 203,Sports,Accessories,NeoLife,122.77,227.49,46.03,2023-01-01,
204,SKU-00204,Sports Team Sports Item 204,Sports,Team Sports,InsightPro,84.75,186.73,54.62,2023-01-01,
205,SKU-00205,Fashion Shoes Item 205,Fashion,Shoes,InsightPro,115.27,245.65,53.07,2023-01-01,
206,SKU-00206,Sports Accessories Item 206,Sports,Accessories,UrbanFit,40.41,96.22,58.0,2023-01-01,
207,SKU-00207,Books Comics Item 207,Books,Comics,InsightPro,87.6,137.91,36.48,2023-01-01,
208,SKU-00208,Beauty Makeup Item 208,Beauty,Makeup,FormuBrand,119.31,221.65,46.17,2023-01-01,
209,SKU-00209,Electronics Audio Item 209,Electronics,Audio,CloudGear,146.59,288.9,49.26,2023-01-01,
210,SKU-00210,Beauty Fragrance Item 210,Beauty,Fragrance,DataTech,140.85,337.93,58.32,2023-01-01,
211,SKU-00211,Electronics Accessories Item 211,Electronics,Accessories,InsightPro,78.01,100.61,22.46,2023-01-01,
212,SKU-00212,Sports Outdoor Item 212,Sports,Outdoor,FormuBrand,187.2,449.89,58.39,2023-01-01,
213,SKU-00213,Books Fiction Item 213,Books,Fiction,UrbanFit,197.04,451.34,56.34,2023-01-01,
214,SKU-00214,Electronics Phones Item 214,Electronics,Phones,NeoLife,174.63,327.34,46.65,2023-01-01,
215,SKU-00215,Electronics Phones Item 215,Electronics,Phones,NeoLife,70.36,157.88,55.43,2023-01-01,
216,SKU-00216,Home Kitchen Item 216,Home,Kitchen,DataTech,27.28,47.44,42.49,2023-01-01,
217,SKU-00217,Fashion Women Item 217,Fashion,Women,DataTech,72.54,119.76,39.43,2023-01-01,
218,SKU-00218,Fashion Men Item 218,Fashion,Men,InsightPro,119.48,148.48,19.53,2023-01-01,
219,SKU-00219,Fashion Women Item 219,Fashion,Women,UrbanFit,39.4,72.8,45.88,2023-01-01,
220,SKU-00220,Sports Accessories Item 220,Sports,Accessories,InsightPro,65.74,145.58,54.85,2023-01-01,
221,SKU-00221,Books Non-Fiction Item 221,Books,Non-Fiction,FormuBrand,7.55,15.58,51.52,2023-01-01,
222,SKU-00222,Beauty Skincare Item 222,Beauty,Skincare,CloudGear,33.99,59.11,42.5,2023-01-01,
223,SKU-00223,Sports Accessories Item 223,Sports,Accessories,NeoLife,102.93,203.18,49.34,2023-01-01,
224,SKU-00224,Books Education Item 224,Books,Education,UrbanFit,88.22,197.6,55.35,2023-01-01,
225,SKU-00225,Books Fiction Item 225,Books,Fiction,InsightPro,126.87,214.54,40.86,2023-01-01,
226,SKU-00226,Home Kitchen Item 226,Home,Kitchen,DataTech,156.23,279.53,44.11,2023-01-01,
227,SKU-00227,Books Comics Item 227,Books,Comics,InsightPro,98.81,182.42,45.83,2023-01-01,
228,SKU-00228,Beauty Skincare Item 228,Beauty,Skincare,InsightPro,70.2,91.13,22.97,2023-01-01,
229,SKU-00229,Home Furniture Item 229,Home,Furniture,FormuBrand,180.0,339.22,46.94,2023-01-01,
230,SKU-00230,Beauty Fragrance Item 230,Beauty,Fragrance,FormuBrand,144.61,297.41,51.38,2023-01-01,
231,SKU-00231,Electronics Audio Item 231,Electronics,Audio,NeoLife,54.51,79.31,31.27,2023-01-01,
232,SKU-00232,Books Fiction Item 232,Books,Fiction,FormuBrand,160.98,230.55,30.17,2023-01-01,
233,SKU-00233,Beauty Haircare Item 233,Beauty,Haircare,UrbanFit,145.56,327.06,55.49,2023-01-01,
234,SKU-00234,Books Education Item 234,Books,Education,UrbanFit,192.72,467.86,58.81,2023-01-01,
235,SKU-00235,Sports Outdoor Item 235,Sports,Outdoor,DataTech,62.16,147.03,57.72,2023-01-01,
236,SKU-00236,Electronics Audio Item 236,Electronics,Audio,InsightPro,170.38,231.66,26.45,2023-01-01,
237,SKU-00237,Beauty Skincare Item 237,Beauty,Skincare,NeoLife,87.18,205.78,57.64,2023-01-01,
238,SKU-00238,Beauty Haircare Item 238,Beauty,Haircare,CloudGear,55.59,94.14,40.95,2023-01-01,
239,SKU-00239,Beauty Skincare Item 239,Beauty,Skincare,FormuBrand,72.31,159.52,54.67,2023-01-01,
240,SKU-00240,Home Kitchen Item 240,Home,Kitchen,UrbanFit,62.42,151.87,58.9,2023-01-01,
241,SKU-00241,Beauty Fragrance Item 241,Beauty,Fragrance,InsightPro,27.28,52.79,48.33,2023-01-01,
242,SKU-00242,Books Education Item 242,Books,Education,InsightPro,160.97,282.15,42.95,2023-01-01,
243,SKU-00243,Electronics Laptops Item 243,Electronics,Laptops,FormuBrand,149.63,315.49,52.57,2023-01-01,
244,SKU-00244,Electronics Laptops Item 244,Electronics,Laptops,DataTech,130.79,228.64,42.8,2023-01-01,
245,SKU-00245,Home Kitchen Item 245,Home,Kitchen,InsightPro,38.48,59.79,35.65,2023-01-01,
246,SKU-00246,Books Non-Fiction Item 246,Books,Non-Fiction,FormuBrand,108.28,244.68,55.74,2023-01-01,
